,school,degree,university,gross_monthly_median,gross_mthly_25_percentile,basic_monthly_median,employment_rate_ft_perm,gross_mthly_75_percentile,gross_monthly_mean,basic_monthly_mean,year,employment_rate_overall
672,School of Computing,Bachelor of Computing (Communications and Media),National University of Singapore,3500,2800,3500,85.2,3800,3291,3230,2015,92.6
673,School of Computing,Bachelor of Computing (Computational Biology),National University of Singapore,na,na,na,na,na,na,na,2015,na
674,School of Computing,Bachelor of Computing (Computer Engineering),National University of Singapore,na,na,na,na,na,na,na,2015,na
675,School of Computing,Bachelor of Computing (Computer Science),National University of Singapore,3700,3300,3700,95,4400,3890,3847,2015,97
676,School of Computing,Bachelor of Computing (Electronic Commerce),National University of Singapore,3300,3000,3300,87.1,3500,3301,3255,2015,90.3
677,School of Computing,Bachelor of Computing (Information Systems),National University of Singapore,3550,3200,3500,97.2,4100,3699,3597,2015,97.2
678,Faculty of Dentistry,Bachelor of Dental Surgery,National University of Singapore,4000,4000,4000,100,4400,4083,4053,2015,100
679,School of Design  Environment,Bachelor of Arts (Architecture),National University of Singapore,4127,3700,4114,96.4,4500,4099,4054,2015,97.6
680,School of Design  Environment,Bachelor of Arts (Industrial Design),National University of Singapore,3000,2700,3000,60,3200,2908,2907,2015,72
681,School of Design  Environment,Bachelor of Science (Project and Facilities Management),National University of Singapore,3000,2800,3000,90.8,3215,3067,2989,2015,94.3
682,School of Design  Environment,Bachelor of Science (Real Estate),National University of Singapore,3100,2810,3000,89.6,3500,3325,3146,2015,93.9
683,Faculty of Science,Bachelor of Science (Pharmacy) (Hons),National University of Singapore,3500,3400,3500,97.9,3929,3717,3431,2015,99
684,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),National University of Singapore,3300,3000,3200,75.9,3500,3357,3256,2015,86.2
685,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),National University of Singapore,3500,3000,3300,82.9,4000,3529,3400,2015,86
686,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),National University of Singapore,3350,3200,3300,95.3,3500,3366,3300,2015,96.5
687,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),National University of Singapore,4000,3325,4000,90.6,4583,4252,4119,2015,91.8
688,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),National University of Singapore,3300,3000,3200,90.4,3700,3589,3452,2015,92.1
689,Faculty of Engineering,Bachelor of Engineering (Engineering Science),National University of Singapore,3800,3500,3735,73.9,4420,3812,3768,2015,82.6
690,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),National University of Singapore,3450,3000,3430,85.7,3670,3337,3318,2015,88.1
691,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),National University of Singapore,3500,3300,3475,94.7,4030,3724,3624,2015,96.1
692,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),National University of Singapore,3350,3050,3200,95,3790,3391,3121,2015,100
693,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),National University of Singapore,3300,3000,3200,80,3600,3422,3279,2015,83.3
694,Faculty of Law,Bachelor of Laws (LLB) (Hons),National University of Singapore,4700,4200,4600,96.9,5800,4910,4866,2015,96.9
695,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery,National University of Singapore,4900,4500,4500,100,5000,4729,4352,2015,100
696,YLL School of Medicine,Bachelor of Science (Nursing),National University of Singapore,3400,3200,3200,97.3,3445,3356,3175,2015,97.3
697,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),National University of Singapore,3435,3300,3200,100,3700,3466,3219,2015,100
698,Yong Siew Toh Conservatory of Music,Bachelor of Music,National University of Singapore,3300,3000,3200,41.2,3600,3344,3244,2015,82.4
699,Faculty of Science,Bachelor of Applied Science,National University of Singapore,na,na,na,na,na,na,na,2015,na
700,Faculty of Science,Bachelor of Applied Science (Hons),National University of Singapore,3100,3000,3000,77.8,4000,3355,3203,2015,85.2
701,Faculty of Science,Bachelor of Science,National University of Singapore,3000,2620,2900,64.2,3200,3052,2859,2015,84.3
702,Faculty of Science,Bachelor of Science (Hons),National University of Singapore,3300,3000,3200,76.2,3600,3321,3245,2015,83.9
703,MultiDisciplinary Programme,Bachelor of Environmental Studies,National University of Singapore,3500,3238,3462,59.4,3550,3433,3400,2015,71.9
704,School of Accountancy (4year programme),Accountancy,Singapore Management University,3000,2850,2900,93,3500,3427,3287,2015,97.3
705,School of Accountancy (4year programme),Accountancy Cum Laude and above,Singapore Management University,3200,2850,3100,97.7,4110,3701,3597,2015,97.7
706,School of Business (4year programme),Business Management,Singapore Management University,3300,3000,3200,88.2,4000,3611,3513,2015,93.9
707,School of Business (4year programme),Business Management Cum Laude and above,Singapore Management University,3868,3200,3800,93.3,4600,4130,4050,2015,98.3
708,School of Economics (4year programme),Economics,Singapore Management University,3500,3200,3500,85.8,4100,3946,3798,2015,90.3
709,School of Economics (4year programme),Economics Cum Laude and above,Singapore Management University,3850,3500,3800,92.7,4700,4380,4249,2015,98.2
710,School of Information Systems (4year programme),Information Systems Management,Singapore Management University,3500,3200,3500,85.9,4110,3660,3491,2015,94.8
711,School of Information Systems (4year programme),Information Systems Management Cum Laude and above,Singapore Management University,3800,3500,3800,92.1,4166,3834,3577,2015,97.4
712,School of Social Sciences (4year programme),Social Sciences,Singapore Management University,3200,2980,3100,83,3600,3550,3306,2015,89
713,School of Social Sciences (4year programme),Social Sciences Cum Laude and above,Singapore Management University,3560,3300,3500,89.7,4583,4012,3887,2015,93.1
714,School of Law (4year programme),Law,Singapore Management University,4731,4350,4600,99,5800,4997,4889,2015,99
715,School of Law (4year programme),Law Cum Laude and above,Singapore Management University,5000,4500,4766,100,5995,5313,5160,2015,100
716,na,Bachelor of Engineering (Engineering Product Development),Singapore University of Technology and Design,3600,3400,3618,88.1,3800,3565,3595,2015,92.5
717,na,Bachelor of Engineering (Engineering Systems and Design),Singapore University of Technology and Design,3500,3190,3450,71.8,4100,3763,3699,2015,80.3
718,na,Bachelor of Engineering (Information Systems Technology and Design),Singapore University of Technology and Design,3950,3338,3700,83.7,4450,3952,3872,2015,86
719,na,Bachelor of Science (Architecture and Sustainable Design),Singapore University of Technology and Design,na,na,na,na,na,na,na,2015,na
720,DigiPen Institute of Technology,Bachelor of Arts in Game Design,Singapore Institute of Technology,na,na,na,na,na,na,na,2015,na
721,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts Animation,Singapore Institute of Technology,2700,2500,2700,65.4,2800,2682,2643,2015,88.5
722,DigiPen Institute of Technology,Bachelor of Science in Computer Science  Game Design,Singapore Institute of Technology,na,na,na,na,na,na,na,2015,na
723,DigiPen Institute of Technology,Bachelor of Science in Computer Science in RealTime Interactive Simulation,Singapore Institute of Technology,3233,3000,3200,90.5,3500,3346,3332,2015,95.2
724,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,Singapore Institute of Technology,2750,2523,2750,54.3,2975,2922,2896,2015,76.1
725,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,Singapore Institute of Technology,2700,2500,2600,71.9,3025,2893,2520,2015,87.5
726,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,Singapore Institute of Technology,3250,2900,3000,72.6,3750,3405,3097,2015,85.5
727,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,Singapore Institute of Technology,3300,3000,3100,77.4,3550,3452,3334,2015,83
728,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,Singapore Institute of Technology,3225,3050,3025,91.7,3500,3354,3180,2015,91.7
729,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design  Manufacturing Engineering,Singapore Institute of Technology,3200,3000,3050,83.3,3500,3266,3069,2015,90.5
730,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,Singapore Institute of Technology,3141,2900,3050,100,3500,3266,3211,2015,100
731,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,Singapore Institute of Technology,3350,3238,3125,94.7,3575,3469,3166,2015,100
732,Newcastle University,Bachelor of Science with Honours in Food  Human Nutrition,Singapore Institute of Technology,2700,2475,2700,81.1,3050,2876,2683,2015,89.2
733,Technische Universitt Mnchen,Bachelor of Science in Chemical Engineering,Singapore Institute of Technology,2950,2800,2800,79.2,3200,2970,2759,2015,87.5
734,Technische Universitt Mnchen,Bachelor of Science in Electrical Engineering  Information Technology,Singapore Institute of Technology,3250,3000,3100,90,3488,3339,3044,2015,100
735,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,Singapore Institute of Technology,2400,2000,2300,81.5,2800,2586,2482,2015,92.6
736,Singapore Institute of Technology Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),Singapore Institute of Technology,3488,3313,3300,100,3650,3486,3322,2015,100
737,Trinity College Dublin,Bachelor in Science (Occupational Therapy),Singapore Institute of Technology,3125,3000,3120,100,3225,3149,3126,2015,100
738,Trinity College Dublin,Bachelor in Science (Physiotherapy),Singapore Institute of Technology,3222,3200,3200,98.3,3500,3310,3234,2015,100
739,Trinity College Dublin,Bachelor in Science (Radiation Therapy),Singapore Institute of Technology,na,na,na,na,na,na,na,2015,na
740,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,Singapore Institute of Technology,3000,2614,3000,73.7,3293,2840,2766,2015,81.6
741,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,Singapore Institute of Technology,3000,2882,3000,70.8,3300,3185,3128,2015,83.3
742,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,Singapore Institute of Technology,3250,2960,3000,61.1,4200,3685,3160,2015,72.2
743,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,Singapore Institute of Technology,3100,2975,3000,94.5,3875,3404,3202,2015,96.4
744,University of Glasgow,Bachelor of Science with Honours in Computing Science,Singapore Institute of Technology,3300,3152,3250,86.7,3400,3391,3247,2015,95.6
745,University of Manchester,Bachelor of Science with Honours in Nursing Practice,Singapore Institute of Technology,3615,3400,3400,96.7,3838,3624,3304,2015,98.3
746,University of Nevada Las Vegas,Bachelor of Science (Major in Hospitality Management),Singapore Institute of Technology,2548,2338,2500,82.6,2850,2607,2515,2015,89.9
747,Wheelock College,Bachelor of Science in Early Childhood Education,Singapore Institute of Technology,2700,2608,2700,96.4,3000,2807,2772,2015,100
748,College of Engineering,Computer Science,Nanyang Technological University,3500,3300,3500,91.4,4333,3848,3784,2016,94.6
749,College of Business (Nanyang Business School),Accountancy,Nanyang Technological University,2900,2900,2900,95.1,3100,3063,3027,2016,97.3
750,College of Business (Nanyang Business School),Accountancy and Business,Nanyang Technological University,3500,3100,3500,96.6,4250,3893,3836,2016,97.4
751,College of Business (Nanyang Business School),Business,Nanyang Technological University,3300,3000,3200,77.1,3800,3444,3348,2016,89.6
752,College of Business (Nanyang Business School),Business and Computing,Nanyang Technological University,4600,3800,4000,94.4,5000,4407,4232,2016,94.4
753,College of Engineering,Aerospace Engineering,Nanyang Technological University,3675,3350,3625,77.9,4435,3840,3761,2016,82.4
754,College of Engineering,Aerospace Engineering and Economics,Nanyang Technological University,na,na,na,na,na,na,na,2016,na
755,College of Engineering,Bioengineering,Nanyang Technological University,3237,3000,3200,63.9,3510,3317,3151,2016,77.8
756,College of Engineering,Business and Computer Engineering,Nanyang Technological University,na,na,na,na,na,na,na,2016,na
757,College of Engineering,Chemical And Biomolecular Engineering,Nanyang Technological University,3400,3200,3225,72.6,3800,3476,3336,2016,80.6
758,College of Engineering,Civil Engineering,Nanyang Technological University,3300,3200,3250,91.6,3800,3505,3407,2016,92.4
